Category,Message,Message_Length
0,sounds good fingers makes difficult type,40
0,midnight earliest,17
0,youre sure im trying make xavier smoke dont want smoke told smoke much,70
0,k come nordstrom youre done,27
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams,170
0,press conference da,19
1,hello orange months free access games news sport plus free texts photo messages reply yes terms apply wwworangecoukow,117
0,completed degree use joining finance,36
0,good afternoon love job prospects missing lazy bleak hmmm happy filled love,75
0,shant disturb u anymore jia,27
0,bishan lar nearer need buy early cos buy got ta park car,56
0,dont know oh,12
0,dude sux snake got old raiden got buff,38
0,says hi get ass back south tampa preferably kegger,50
0,e msg jus u said thanks gift,28
0,u,1
0,ok dear call chechi,19
0,yeah totes u wan na,19
0,ok found dis pierre cardin one looks normal costs sale,54
0,good sleep rhythm person establish rhythm body learn use want know,66
0,wat r u,7
0,message truro hospital ext phone phone side,43
0,single line big meaning miss anything ur best life,50
0,got gas money chance gang want go grand nature adventure,56
0,dnt worryuse ice pieces cloth packalso take tablets,51
0,dude saw parked car sunroof popped sux,38
0,get ready put excellent sub face,32
0,tmrw im finishing doors,23
0,ltgt g saw days ago guy wants sell wifi ltgt g ltgt thats blanked,65
0,late,4
0,whatever im pretty pissed,25
0,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,138
0,dont much image class,21
0,noi got rumour going buy apartment chennai,42
0,near kalainar tv officethenampet,32
1,ur cashbalance currently pounds maximize ur cashin send go pmsg cc hgsuitelands rowwjhl,87
1,sms auction brand new nokia auction today auction free join take part txt nokia hgsuitelands rowwjhl,100
0,sis catching e show e afternoon im watching w c u wan watch today tmr lor,73
0,sounds gd haha wah u yan jiu fast liao,38
0,nosy guess idk reacting im freaked,34
0,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,104
0,make girl happy difficult make girls happy u need friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,376
0,princess bet brothas chasing,28
0,shall book chez jules half eight thats ok,41
0,hhahhaahahah rofl wtf nig leonardo room something,49
0,yep dereks house see sunday lt,30
0,cool let know kicks around ltgt ill day,39
0,sorry ill call later,20
0,wondering would okay call uncle john let know things nigeria r ltgt dollars years sent know strain plan pay back every dime gives every dime expect anything practical something like,181
0,charges transfer charges withdraw anyhow like,45
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,111
0,lets go bill millers,20
0,love set soul fire spark flame big rawring flame xoxo,53
0,somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crushes,103
0,thats honeymoon outfit,22
0,help propose going back tomorrow,32
1,private account statement shows unredeemed points call identifier code expires,78
0,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning,120
0,pls confirm time collect cheque,31
1,registered subscriber yr draw å gift voucher b entered receipt correct ans next olympics txt ans,96
1,urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm,82
0,daddy take good care,20
0,yeah probably still got ta check leo,36
0,kthen special,13
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass,78
0,ok pa nothing problem,21
0,heard job im going wildlife talk tonight u wantcome thatworzels wizzle whatever,79
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend u,101
0,came hostel,11
0,ok prob ill come lunch,22
0,jus telling u dat ill b leaving shanghai st instead well haf time meet cya,74
0,freezing home yet remember kiss mom morning love think missing yet,66
0,ready big day tomorrow,22
0,ill probably around mu lot,26
1,rtking pro video club need help inforingtonekingcouk call must club credits redeemable wwwringtonekingcouk enjoy,112
0,thnx dude u guys nite,21
0,sef dey laugh meanwhile hows darling anjie,42
0,mm food da,10
0,k makes sense btw carlos difficult guys gon na smoke go pick second batch get gas,81
0,u download fring app,20
0,oz guy kinda flaky one friend interested picking ltgt worth tonight possible,76
0,friends u stay fb chat,22
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,68
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,93
1,u secret admirer looking make contact ufind rreveal thinks ur specialcall,73
0,ah well confuses things doesnût,31
1,free text msgs text ok well credit account,42
0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,89
0,dear ok,7
1,selected stay top british hotels nothing holiday worth å claim call london bx swss,82
0,yes princess want make happy,28
0,sounds like many talents would like go dinner date next week,60
0,going film day da pm sorry da,29
0,watching movie already xy wants shop im shopping w,50
0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss,97
0,yesterday going home,20
1,eerie nokia tones u rply tone title eg tone dracula titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p,125
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared,93
0,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,92
1,anetworks allow companies bill sms responsible suppliers,56
0,great comedycant stop laughing da,33
1,freemsgfeelin kinda lnly hope u like keep company jst got cam moby wan na c pictxt reply date msgp rcv hlp stop,111
0,alright set text man,20
0,hi theyre keen go kind feel shouldnt go tomo dont mind,54
0,sleeping nt feeling well,24
0,u switch fone dammit,20
0,india take lead,15
0,ill post lr class,17
0,thts wat wright brother fly,27
0,evening v good somewhat event laden fill dont worry û_ head ok throat wrecked see six,85
0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear,114
0,laptop take,11
0,dont file bagi work called mei tell find anything room,54
0,wan early lei outside wun b home early neva mind,48
1,ur chance win å cash every wk txt action tscs wwwmovietriviatv custcare xpwk,76
0,bugis juz wat im walking home oredi ìï late reply oso saw top dat like din buy r ì_,83
0,wishing family merry x mas happy new year advance,49
0,go ok na,8
0,yes posted couple pics fb theres still snow outside im waking,61
0,sif one good partnership going take lead,40
1,rgent nd attempt contact uu å call b tcsbcmwcnxx callcost ppm mobilesvary maxå,78
0,yeah wheres class,17
0,send bec temple na,18
0,arent coming home class right need work shower,46
1,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx callsåminmobsmorelkpoboxhpfl,122
0,mostly like,11
0,ìï v fan,8
0,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,80
0,guess spent last night phasing fourth dimension,47
0,dad gon na call gets work ask crazy questions,45
0,yesbut said,11
0,hurting n meaningful lines ever compromised everything love,59
0,lmaonice,8
0,glad see reply,14
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim valid hrs,91
1,monthly password wap mobsicom use wap phone pc,46
0,nah dub je still buff,21
0,painful words thought happy toughest thing earth,48
0,yeah thats fine å get ok,24
0,lol u come ideas,16
0,many people seems special first sight remain special till last sight maintain till life ends shjas,98
0,today song dedicated day song u dedicate send ur valuable frnds first rply,74
0,okay wait ah,12
0,lei,3
0,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx,82
0,already squatting new way walking,33
0,want bold bb torch,18
0,cramps stopped going back sleep,31
1,todays vodafone numbers ending last four digits selected received å award number matches please call claim å award,114
1,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sms,82
0,nan sonathaya soladha boss,26
0,bring tat cd forget,19
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr å sptyrone,87
0,dont know im raping dudes poker,31
0,weightloss girl friends make loads money ebay something give thanks god,71
0,gr see message r u leaving congrats dear school wat r ur plans,62
0,ìï eatin later im eatin wif frens lei ìï going home first,57
0,finish already yar keep saying mushy embarrassed ok,51
0,sorry man stash ran dry last night cant pick sunday,51
0,hai priya right doctor said pa,30
1,free msg sorry service ordered could delivered sufficient credit please top receive service,91
0,ok,2
0,please ask mummy call father,28
0,come room come house cos house still messy haha,47
0,lost kilos today,16
0,taste fish curry p,18
0,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry,94
0,yun ahnow ì_ wkg wherebtw ì_ go nus sc ìï wana specialise wad,61
0,yes one woman man please tell likes dislikes bed,48
0,test earlier appreciate call tomorrow,37
0,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately,72
0,u meet fren dun wan meet ah muz b guy rite,42
0,promises though havent even gotten dinner yet,45
0,got back dislikes bed,21
0,turns stereo love mi phone unknown album,40
1,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx,97
0,yeah dont see,13
0,asking u knw nt may ur frnds classmates,39
0,sorry earlier putting firesare around talk actually life lol,60
1,wow boys r back take uk tour win vip tickets prebook vip club txt club trackmarque ltd infovipclubu,99
0,missionary hook doggy hook standing,35
